message_id,message_type,date_utc_offset,forwarded,photo_assets,photo_count,missing_asset_count,source_channel,text_sha256,text_excerpt,content_type,book_assignment,include_in_book,useful,classification_confidence,remedy_focus,canonical_remedy,remedy_slug,canonical_card_message_id,duplicate_of_message_id,source_file,source_anchor
"message273","default","02.01.2025 15:04:07 UTC-05:00","no","photos/photo_181@02-01-2025_15-04-07.jpg","1","0","Психогомеопатия: Алхимия души.","24255236a427c3bd2b96274f932851087442dc91669c22ef00daa551529b1928","АПГРЕЙД 4. Сегодня новый левел-ап в формате расширенная гомеопатия. УВЕЛИЧИЛ СКОРОСТЬ ВСТРАИВАНИЯ ПРЕПАРАТОВ. - ранее нам требовалось одна-две недели, чтобы препараты простояли 24 часа в день на фото, пока информация встроится. - сейчас я стал делать Эталонную Матрицу Человека и записывать в нее информацию с препаратов. И эта информация вместо двух недель, с","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message273"
"message274","default","02.01.2025 20:12:46 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","dffe1eb68d45b15b75f210fbd38327295b1be6df4a3bfeef19241fabf3e79116","Вы скажите, зачем эти все ухищрения? Выпил препарат и все работает. Так-то, да не совсем. #1. На первых этапах, даже обычной гомеопатии результат заметен сразу. Уже через неделю, человек меняется значительно после коррекции. Это если мы работаем с телом или личностью. #2. Но через месяц-два работы мы подбираемся к более глубоким стрессам, программам, которые","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message274"
"message-92","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-92"
"message275","default","05.01.2025 12:18:06 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","115eb4141996c50770fc23c1bb423849c4a8a851e6b9270294f913b4be0aab04","Гомеопатия Субличностей - меня потрясает новый формат работы. Ранее я прописывал на один симптом обычно 3 препарата за раз. Каждый как-то работает. Но если разобрать симптом (стресс, страх и т.п.) по частям, то оказывается, разные слои стресса проецируются на разные тонкие тела. И на разные грани стресса нужно работать разными препаратами. Потому просто пить","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message275"
"message276","default","05.01.2025 12:40:09 UTC-05:00","no","photos/photo_182@05-01-2025_12-40-09.jpg","1","0","Психогомеопатия: Алхимия души.","2c3037d037274ff9a05df03ce2adbefeeb8ec25580f23cecf345bd96d5f84b18","ГОМЕОПАТИЯ ЧАСТЕЙ ДУШИ. ПРИМЕР РАБОТЫ. 1. ЗАПРОС: работаю с запросом: проблемы с кожей, чувство подавленности. 2. АНАЛИЗ/ БЛИЦ-РАССТАНОВКА. СМЫСЛ: причина симптома: замирание, отторжение, когда к вам проявляют интерес, симпатию. 3. РАССТАНОВКА ЧАСТЕЙ ДУШИ Здесь я в работе начинаю исследовать субличности/ отщепленные части души и проявляется больше подробност","subpersonality","book_03","yes","yes","medium","mention_only","Natrum Muriaticum; Sulphur; Bryonia; Thuja; Aconitum","natrum-muriaticum; sulphur; bryonia; thuja; bryonia; thuja; aconitum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message276"
"message-93","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-93"
"message277","default","06.01.2025 20:16:59 UTC-05:00","no","photos/photo_183@06-01-2025_20-16-59.jpg","1","0","Психогомеопатия: Алхимия души.","48fe699333bb69bd17af19862dac475d7710b5e3639229a8ae5f94f4ddea4ad3","STAPHYSAGRIA: Мистерия пробуждения Воина Духа. Этот уникальный препарат позволяет вернуть себе утраченную силу в ситуациях стыда, агрессии и принуждения. Он помогает восстановить ресурс психики, утраченный в стрессовых историях детства. ПОКАЗАНИЯ: - проблемы кожи, ЖКТ, мочеполовой системы; - чувство стыда, униженности, несправедливости; - сложность проявить ","remedy_card","book_02","yes","yes","high","full_card","Staphysagria","staphysagria","message277","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message277"
"message-94","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-94"
"message278","default","07.01.2025 13:04:57 UTC-05:00","no","photos/photo_184@07-01-2025_13-04-57.jpg","1","0","Психогомеопатия: Алхимия души.","debc2ec491f6fbc529660046c9de6888583fc19de0b65f3687f547afe4bdc517","Гомеопатия работает хорошо. Мягко, но кардинально.","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message278"
"message279","default","07.01.2025 16:44:23 UTC-05:00","no","photos/photo_185@07-01-2025_16-44-23.jpg","1","0","Психогомеопатия: Алхимия души.","460593d98e3709626979a0a0e4a021def3a331ecc289affb199ff9008f2b7709","Staphysagria — мистерия свободы Когда внутри огонь сжигает, Но о себе на даст сказать, Когда молчанье нарастает, А сердце рвется закричать. Когда в глазах затихли искры, И груз стыда терзает дух, Когда снаружи — мир так близко, Но а внутри — мученья круг. То вдруг приходит миг прозренья, И Staphysagria — зовёт: ""Ты заслужил освобожденье, Твой истинный настал","theory_method","book_01","yes","yes","medium","mention_only","Staphysagria","staphysagria; staphysagria","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message279"
"message-95","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-95"
"message282","default","08.01.2025 19:30:22 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","ea4790b2ebb5815827fc1f36eefd7ffd38cb7e3c1344736b82adb23485024503","ПРИМЕР РАБОТЫ. Мы работали с клиенткой с темами любви. - СИТУАЦИЯ: был постоянный дефицит; потребность в любви, внимании. - НАЗНАЧЕНИЕ: Pulsatilla, Avena, Ferrum. СРОК: 2 недели. - ЭФФЕКТ: Клиентка говорит, через неделю мне так стало хорошо с собой, гармонично, ушла потребность кого-то и что-то искать. Я наслаждаюсь своей жизнью. А через 2 недели сами объяви","remedy_mention","out_of_scope","no","no","low","mention_only","Pulsatilla","pulsatilla","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message282"
"message283","default","08.01.2025 21:06:55 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","d57480a7eba9a95a41bffc42fdf47cc0bcd125049c633d7805fd4576eca02073","STAPHYSAGRIA Исцеляющий стих, Для преодаления травмы отвержения. Дверей тех, что закрылись, больше нет, Ты сам идёшь вперед, навстречу к свету. Не может внешний мир отнять ответ, Который в сердце зажигает лето. Тебя лишили дома, не корней, Твоё достоинство всегда с тобою. Ты больше не изгнанник средь людей, Ты сам творишь мир счастья и покоя. Ты больше не за","remedy_card_support","book_02","yes","yes","high","supporting_post","Staphysagria","staphysagria","message277","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message283"
"message-96","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-96"
"message284","default","09.01.2025 08:26:39 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","aa2f73ffbbebe72cb77575b681eeba2037b774d4a50897a550f041beea28424a","Я так подумал, ситуация войны в Украине, когда многим пришлось оставить свои дома, стать изнанниками - получается это тоже к каком-то смысле ситуация отвержения и изгнания. И как предлагает стих, даже если нет дома, все равно есть корни, личные корни, которые питают силой и свободой. __ когда мы исследуем Древние Культуры в Академии мы тоже отращиваем себе к","other","out_of_scope","no","no","low","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message284"
"message285","default","09.01.2025 17:33:42 UTC-05:00","no","photos/photo_186@09-01-2025_17-33-42.jpg","1","0","Психогомеопатия: Алхимия души.","5852d8d9102a880ccca5ae6cdc1cdb130545cd842fc36eb120a02dab68dfe60a","SECALE CORNUTUM Мистерия Жизни. Это препарат, который позволяет отпустить страх, ступор, замирание - и позволить себе жить, дышать, растекаться внутри энергии жизни. 1. ПОКАЗАНИЯ - когда замирает сердце, грудь, человек сдерживает, таит свои эмоции, - когда человек замирает, боится и блокирует изменения, - спазмы, чувство сдавливания, сложно расслабиться - хо","remedy_card","book_02","yes","yes","high","full_card","Secale Cornutum","secale-cornutum","message285","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message285"
"message286","default","09.01.2025 17:48:00 UTC-05:00","no","photos/photo_187@09-01-2025_17-48-00.jpg","1","0","Психогомеопатия: Алхимия души.","fe8ea39feab29c1267a3ccf9173ac0dcf3b73e8dcade858e6dd6d5abc8f4a784","Secale Cornutum – пробуждение потока. Когда туман застыл в груди, И сердце бьётся в пустоте, Когда замёрз поток в пути, И жизнь запуталась во тьме. Когда замкнуло круг сомнений, И каждый шаг — как в никуда, Когда без света, без движенья, В глазах застыла темнота. Но сквозь холодный серый лёд Вдруг пробуждается движенье, Secale светом жизнь несёт, Даруя лёгко","remedy_mention","out_of_scope","no","no","low","mention_only","Secale Cornutum","secale-cornutum; secale-cornutum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message286"
"message287","default","09.01.2025 18:12:04 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","98f16efb2d047b58043deb97be5c698f72507f21c6a0e1d4151b29b1034df839","ОБНОВЛЕНИЕ. Как выяснилось, - у некоторых симптомов источник скрыт в параметрах личности (страхи, комплексы), - в некоторых случаях надо идти глубже, в отщепленные детские части души (субличности), - а иногда, оказывается, причина может скрываться еще глубже, в Ядре Души: тех травмах, которые сформировались еще до рождения. Сейчас я начинаю постепенно работа","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message287"
"message-97","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-97"
"message289","default","10.01.2025 23:22:03 UTC-05:00","no","photos/photo_188@10-01-2025_23-22-03.jpg","1","0","Психогомеопатия: Алхимия души.","e79a9b3922bfdb18e691944c31c2ae67c184ee6d7616473307f2e1aa828c3d49","Психотерапия + гомеопатия. - это фундамент, который нужно понимать для работы с психическими процессами через гомеопатию. По опыту работы с клиентами в психотерапии, одна из основных сложностей возникает на самом первом, базовом этапе работы - формирование безопасного, защищенного пространства внутри. Порой это совсем не просто сделать. - Почему? - Часто при","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message289"
"message-98","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-98"
"message290","default","11.01.2025 11:17:20 UTC-05:00","no","photos/photo_189@11-01-2025_11-17-20.jpg","1","0","Психогомеопатия: Алхимия души.","090408390b4b336ae36b60c06518166b68958695c591c3b8c0d48f685d661dbb","СПАЗМ ДЫХАНИЯ. При стрессе порой у нас возникает сжатость, замирание, спазм дыхания. Это отражение стресса, пережитого на одной из четырех стадий беременности. Через описание стрессов можно выявить нужную стадию, источник напряжения: Пробуйте отследить, спазмы и стрессы какого этапа вам более откликаются. #1. МАТРИЦА ЕДИНСТВА На первом этапе спазм дыхания св","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message290"
"message291","default","11.01.2025 12:50:55 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","9e6f1bae53f635f48213c82b8a2109e82d849408fd332307667ee99dc6d3dbaf","СЦЕНАРИЙ РОЖДЕНИЯ То, как вы проходили 4ре этапа беременности и рождения определяет то, как в дальнейшем у вас складываются все дела в вашей жизни. Что делать? - можно разобраться, т.е. провести расстановку; - а так же выявить и поддержать отщепленные части души через гомеопатию. Так как эти детские части довольно слабые и часто травмированны, для начала луч","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message291"
"message-99","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-99"
"message292","default","14.01.2025 16:10:48 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","31a610cfefa7dab33490d7593b655644244640df04c8e06d9461763c9fbaa7a1","ГОМЕОПАТИЯ И ДЕНЬГИ. Надо сказать, что чуть ли не большая часть всех запросов ко мне это про деньги. Вариации: - страх общения с людьми - неуверенность - сложность общения с клиентами, клиенты дают мало денег и т.п. Казалось бы, ну при чем здесь гомеопатия? А как оказалось именно через этот метод удается найти ключевое решение проблем. Поясню. #1. Через расс","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message292"
"message-100","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-100"
"message293","default","15.01.2025 21:40:49 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","d1e366406d1220ba15f98b8706728048c09974ab4ddd9718dc6d3fb6408a5d0d","ТЕРАПИЯ СУБЛИЧНОСТЕЙ. ОБНОВЛЕНИЕ. К терапии субличностей добавился 4й этап: Архетипическая поддержка. Т.о. сейчас коррекция субличностей проходит 4 этапа. Этап 1. Выявление субличности, поддержка через препараты гомеопатии. Это быстро и действенно. Восстанавливает ресурс. Этап 2. Глубокая коррекция. Мы выявляем скрытые программы субличности, и делаем коррекц","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message293"
"message-101","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-101"
"message294","default","16.01.2025 17:54:19 UTC-05:00","no","photos/photo_190@16-01-2025_17-54-19.jpg","1","0","Психогомеопатия: Алхимия души.","14a4688f9c18fbe8af0d44bcc56f60d73b60802133cab14c88cd2fcabbc195c2","HYPERICUM PERFORATUM Интересный препарат, который дает возвращение силы, способность постоять за себя, самоуверенность, защиту своего мнения при страхе осуждения /обнаружено опытным путем/. ОСНОВА: За этим хитрым названием - скрывается зверобой. Он имеет прожилки в структуре и воспринимается, будто он напитан светом. В медицине зверобой используется для лече","remedy_card","book_02","yes","yes","high","full_card","Hypericum Perforatum","hypericum-perforatum","message294","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message294"
"message-102","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-102"
"message295","default","20.01.2025 12:09:16 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","d18dd26b68fc39b6543c2e62c0a1a256087a6036c0c854a03da500ce921a4b3a","Наблюдения по работе с ранними травмами/ стрессами (проблемы с кожей и тп). Что интересно, в таких случаях порой помогает добавлять энергии 5 Аркана Таро в мандалу человека. Это делает психику человека крепче, устойчивей к внешним воздействиям. Ну а так же помогают такие препараты как - Calcarea Carbonica - способность ощущать свои границы, - Ferrum Phosphor","deep_alchemical","book_04","yes","yes","medium","mention_only","Ferrum Phosphoricum; Calcarea Carbonica","ferrum-phosphoricum; calcarea-carbonica","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message295"
"message-103","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-103"
"message298","default","22.01.2025 09:05:03 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","c78d157c2a02e03e05a7da6b395e08a7d9a77cbe98de7042a2a2f1b3ba9e8777","https://youtu.be/4NrryHcEF1A?si=hFcMiF7D0-kcGm57 Это отзыв от клиентки из Лос Анджелеса (англ). Мы работали с темой отношений. За 3 сессии от ситуации ревности и разрыва мы перешли к большей бережности, глубине в контакте. Для этого через гомеопатию компенсировали темы внутренней пртребности в любви, заботи, смелость в выражении себя. И после коррекции, поме","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message298"
"message299","default","22.01.2025 14:05:12 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","ea6206916e103bbc9656a9c6a4f06804ba6fa2a0fbeaac1a32d4bbeb6d857a66","АПГРЕЙД Я научился работать в гомеопатии с более глубокими, сложными травмами и проблемами. Обычно в их основе лежат ранние стрессы, истории, которые произошли до 3х лет. Мы выделяем травму через субличности и мягко ее поддерживаем в гомеопатии и терапии. Раньше у меня это не получалось. Мои препараты не подходили. Для таких историй сейчас начинаю работать с","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message299"
"message300","default","22.01.2025 19:50:29 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","a4ae4eb5b0bf591fe2891708559ba946683b56f028b57f9004b0b82f194ef7cc","У меня спрашивают, коррекция держится постоянно? Да. Энергия препарата встраивается в организм. Она меняет параметры, качества вашей личности. Но я считаю, чтобы эффект четче закрепился, лучше сделать 4 сессии на один запрос, подкрепляя ситуацию с разных сторон. - Сколько это по времени? - В целом, 2 месяца. Пепараты/ качества с каждой сессии встраиваются пр","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message300"
"message-104","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-104"
"message301","default","23.01.2025 00:02:07 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","de10672a71b448b470f499a0129283c35a679d1f294092deef504f6d653455e0","https://www.instagram.com/reel/DB3oxw7OiMf/?igsh=MWx6OXBwdXI3OHZ1ZQ== Рилз про детей, воспитанных нарциссичными родителями (на английском). Но к сожаление, мне кажется это не редкость :( __ Собственно говоря, эти ранние стрессы мы и вытаскиваем и перерабатываем через гомеопатию субличностей.","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message301"
"message302","default","23.01.2025 13:11:48 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","7019f4b3ae8f23a66e373b72165686b52cc0f38611aeb06c06344dbb67dcde58","Наблюдения Антона о том, как работает Гомеопатия субличностей. Удалось найти, глубокие причины страхов к делам, проявленности. Там где раньше был страх - стало больше смелости, уверенности, опоры на себя.","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message302"
"message303","default","23.01.2025 15:09:34 UTC-05:00","no","photos/photo_191@23-01-2025_15-09-34.jpg","1","0","Психогомеопатия: Алхимия души.","844a28270935dfce3561b89646a7b353818827ceaa943af7541ea7861290c5b4","ВИДЫ ГОМЕОПАТИИ. #1. КЛАССИЧЕСКАЯ ГОМЕОПАТИЯ Ориентирована на проблемы здоровья и психики. Подбирается один препарат по симптомам и конституции человека. /Ганеман, Кент, Витулкас #2. ХОЛИСТИЧЕСКАЯ ГОМЕОПАТИЯ. Анализируется не только симптом, но образ жизни человека, эмоции, страхи, установки, социальные факторы. Предлагается несколько препаратов. Могут добав","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message303"
"message304","default","23.01.2025 15:14:27 UTC-05:00","no","photos/photo_192@23-01-2025_15-14-27.jpg","1","0","Психогомеопатия: Алхимия души.","ab8da50232b3d786788fb68442c3650e2f22844fec3c96465b30d75ecb6648d1","ВИДЫ ГОМЕОПАТИИ Ч2 #6. РЕЗОНАНСНАЯ ГОМЕОПАТИЯ. Препарат подбирается по резонансу с организмом с помощью приборов биорезонанса. Цель: увеличение баланса. Может добавляться ароматерапия, звукотерапия, цветотерапия, работа с кристаллами и энергиями рейки, феншуй, настройка пространства через символы, артефакты. #7. ИНФОРМАЦИОННАЯ ГОМЕОПАТИЯ. Подход близкий к пр","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message304"
"message305","default","23.01.2025 15:42:53 UTC-05:00","no","photos/photo_193@23-01-2025_15-42-53.jpg","1","0","Психогомеопатия: Алхимия души.","64ff94365223f39603a4f1fc0edd9f0b539676a79cd453eb48e4e2d251153a3e","Ого.. я даже не ожидал такой широты методов гомеопатии. Мне, как психотерапевту в методе символдрама, ближе всего, конечно, подход #1. АРХЕТИПИЧЕСКАЯ ГОМЕОПАТИЯ. В этой работе мы укрепляем потенциалы человека. Восстанавливаем личную силу. Решаем вопросы внутренних страхов, ступоров к людям, целям, деньгам, отношениям и т.п. Но только мое ключевое отличие в т","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message305"
"message-105","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-105"
"message306","default","24.01.2025 22:43:13 UTC-05:00","no","photos/photo_194@24-01-2025_22-43-13.jpg","1","0","Психогомеопатия: Алхимия души.","ce6bdf3b0519a5c6b16c03d28102be4d0020b96dfc3abe0d7578316dffbd805f","НАБЛЮДЕНИЕ. Как выяснились, архетипические мандалы-посвящения себя достаточно хорошо показали. - Гомеопатия субличностей помогает убрать стрессы воспитания, внутренние страхи, блоки к себе, целям, людям. Но бывает случаи, когда у клиентов просто нет наработанных эталонов. Они не знают, как это. Например, эталоны - что тебя любят - что мама о тебе заботится, ","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message306"
"message-106","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-106"
"message307","default","26.01.2025 19:04:15 UTC-05:00","no","photos/photo_195@26-01-2025_19-04-15.jpg","1","0","Психогомеопатия: Алхимия души.","466b878eae14329ac17d29edb9c26220541868ed3b57756021ef1438fdaa3066","НАБЛЮДЕНИЕ. Травматерапия - это Путь Героя. Серьезно. Психика устроена так, что сначала она раскрывает более поздние истории. И потом, когда накопится ресурс, открываются более ранние. Например, - сначала мы прорабатываем стрессы страха проявиться на подростковом уровне, лет 14 - через некоторое время погружаемся в состояние обесценивания на ""этапе мнений"", ","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message307"
"message-107","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-107"
"message308","default","27.01.2025 19:15:45 UTC-05:00","no","photos/photo_196@27-01-2025_19-15-45.jpg","1","0","Психогомеопатия: Алхимия души.","08413fb279875c8f3b636781392e7c37f66bac013178797bd908049a72aff09c","Стал исследовать эффективность применения Мест Силы при работе с травмированными субличностями. Результаты меня удивили. Рассмотрю на примере. 1. Берем субличность (ранний стресс). Уровень напряжения в системе 7 ед (страх, дистанцирование). 2. Если применить препараты гомеопатии, напряжение снижается до 3х ед (более чем в 2 раза), возрастает сила, достоинств","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message308"
"message-108","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-108"
"message309","default","29.01.2025 17:23:20 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","d8cf84c73556217bcfa0b9b14e8b9d4a379b324411dfe6250c0d070e10a75538","Посмотрел видео в интернете, где говорят гомеопатию сложно статистически проверить. Ну конечно так не работает! Это все равно что собрать 100 человек и предложить им примерить обувь одного размера. Подбор гомеопатии должен опираться не на физические симптомы, а на параметры психики! Уровень стабильности, текущие стрессы, источник стресса и т.п. Это сложная р","subpersonality","book_03","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message309"
"message-109","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-109"
"message310","default","30.01.2025 14:33:48 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","f2cf21b535b229645a6b3adecf521a95c09b5b7f41d30b8eecaf67e184140732","Сегодня попалось видео: несколько признаков того, что мужчина сломлен: 1. Он дистанцируется. 2. На вопрос ""как дела?"" он всегда отвечает: ""со мной все хорошо"". 3. И он все время чем-то занят. Так как сложно побыть наедине с собой. Что-то из этого знакомо? Можем поисследовать, что происходит.) Как? Вы заполняете заявку, рисуете ситуацию - а я по картинке сдел","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message310"
"message311","default","30.01.2025 16:01:30 UTC-05:00","no","photos/photo_197@30-01-2025_16-01-30.jpg","1","0","Психогомеопатия: Алхимия души.","9f5c65aadc00435500c9c12837f31e2a1194873838b2bedb07a3f210ed4e604a","Подбор потенций препаратов. 1. ЛИЧНЫЙ ОПЫТ. Сначала я на своем опыте работы с пациентами отследил, что - лучше всего работает потенция 30с - когда клиент крепчает, становится актуальна потенция 200с - низкие потенции 6-15 актуальны для очень ослабленных пациентов. - высокая потенця 1к, что интересно, актуальна в шоковых состояниях, для ослабленных пациентов,","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message311"
