message_id,date_utc_offset,canonical_remedy,remedy_slug,canonical_card_message_id,source_image,source_image_exists,source_role,image_classification,image_review_status,public_url,notes
"message826","14.09.2025 19:17:12 UTC-05:00","Syzygium jambolanum","syzygium-jambolanum","message826","photos/photo_514@14-09-2025_19-17-12.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/syzygium-jambolanum/message826-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message838","29.09.2025 16:41:52 UTC-05:00","Testosteronum","testosteronum","message838","photos/photo_516@29-09-2025_16-41-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/testosteronum/message838-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message840","30.09.2025 14:56:07 UTC-05:00","Oophorinum","oophorinum","message840","photos/photo_518@30-09-2025_14-56-07.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/oophorinum/message840-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message842","02.10.2025 15:10:46 UTC-05:00","Testosteronum","testosteronum","message838","photos/photo_520@02-10-2025_15-10-46.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/testosteronum/message842-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message848","05.10.2025 18:30:33 UTC-05:00","Rock Water","rock-water","message848","photos/photo_523@05-10-2025_18-30-33.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/rock-water/message848-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message866","28.10.2025 11:34:18 UTC-05:00","Testosteronum","testosteronum","message838","photos/photo_532@28-10-2025_11-34-18.jpg","yes","supporting_post_attached","promotional_admin","excluded_promotional_admin","","Visually reviewed CTA/promotional attachment; retained in provenance but excluded from public remedy media."
"message881","17.11.2025 16:26:47 UTC-05:00","Bach Vine","bach-vine","message881","photos/photo_545@17-11-2025_16-26-47.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-vine/message881-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1000","18.03.2026 14:01:52 UTC-05:00","Bach Crab Apple","bach-crab-apple","message1000","photos/photo_596@18-03-2026_14-01-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-crab-apple/message1000-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1001","18.03.2026 14:18:46 UTC-05:00","Bach Oak","bach-oak","message1001","photos/photo_597@18-03-2026_14-18-46.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-oak/message1001-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1002","18.03.2026 14:39:34 UTC-05:00","Bach Hornbeam","bach-hornbeam","message1002","photos/photo_598@18-03-2026_14-39-34.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-hornbeam/message1002-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1005","21.03.2026 15:00:50 UTC-05:00","Bach Wild Oat","bach-wild-oat","message1005","photos/photo_600@21-03-2026_15-00-50.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-wild-oat/message1005-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1006","21.03.2026 15:27:07 UTC-05:00","Bach Elm","bach-elm","message1006","photos/photo_601@21-03-2026_15-27-07.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-elm/message1006-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1007","29.03.2026 21:56:49 UTC-05:00","Rock Rose","rock-rose","message1007","photos/photo_602@29-03-2026_21-56-49.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/rock-rose/message1007-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1008","01.04.2026 11:02:05 UTC-05:00","Star of Bethlehem","star-of-bethlehem","message1008","photos/photo_603@01-04-2026_11-02-05.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/star-of-bethlehem/message1008-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1009","01.04.2026 20:31:20 UTC-05:00","Bach Sweet Chestnut","bach-sweet-chestnut","message1009","photos/photo_604@01-04-2026_20-31-20.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-sweet-chestnut/message1009-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1011","06.04.2026 15:28:00 UTC-05:00","Bach Cerato","bach-cerato","message1011","photos/photo_605@06-04-2026_15-28-00.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bach-cerato/message1011-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1025","01.05.2026 23:33:31 UTC-05:00","Saccharum Lactis","saccharum-lactis","message1025","photos/photo_613@01-05-2026_23-33-31.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/saccharum-lactis/message1025-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message1053","23.08.2026 09:22:00 UTC-05:00","Carcinosinum","carcinosinum","message1053","photos/photo_626@23-08-2026_09-22-00.jpg","yes","primary_card_attached","supporting_image","approved_for_publication","/media/remedies/carcinosinum/message1053-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message1059","29.08.2026 23:19:02 UTC-05:00","Aurum metallicum","aurum-metallicum","message37","photos/photo_627@29-08-2026_23-19-02.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/aurum-metallicum/message1059-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
